[36430580][System][I] PWR 3.71V, -372ma
[36490584][System][I] PWR 3.72V, -315ma
[36550591][System][I] PWR 3.72V, -310ma
[36610595][System][I] PWR 3.72V, -309ma
[36670607][System][I] PWR 3.72V, -319ma
[36730618][System][I] PWR 3.71V, -328ma
[36790627][System][I] PWR 3.71V, -382ma
[36850634][System][I] PWR 3.72V, -313ma
[36910649][System][I] PWR 3.71V, -321ma
[36970661][System][I] PWR 3.71V, -336ma
[37030665][System][I] PWR 3.71V, -304ma
[37090676][System][I] PWR 3.71V, -368ma
[37150687][System][I] PWR 3.71V, -368ma
[37210700][System][I] PWR 3.71V, -308ma
[37270705][System][I] PWR 3.71V, -306ma
[37330710][System][I] PWR 3.71V, -322ma
[37390718][System][I] PWR 3.71V, -314ma
[37450723][System][I] PWR 3.70V, -377ma
[37510729][System][I] PWR 3.71V, -358ma
[37570742][System][I] PWR 3.70V, -377ma
[37630747][System][I] PWR 3.70V, -379ma
[37690751][System][I] PWR 3.70V, -376ma
[37750762][System][I] PWR 3.71V, -313ma
[37810772][System][I] PWR 3.71V, -309ma
[37870788][System][I] PWR 3.70V, -371ma
[37930798][System][I] PWR 3.71V, -315ma
[37990804][System][I] PWR 3.71V, -308ma
[38050812][System][I] PWR 3.70V, -372ma
[38110824][System][I] PWR 3.70V, -374ma
[38170836][System][I] PWR 3.71V, -304ma
[38230852][System][I] PWR 3.70V, -378ma
[38290857][System][I] PWR 3.70V, -378ma
[38350863][System][I] PWR 3.70V, -334ma
[38410874][System][I] PWR 3.71V, -311ma
[38470881][System][I] PWR 3.70V, -378ma
[38530886][System][I] PWR 3.71V, -308ma
[38590897][System][I] PWR 3.71V, -315ma
[38650905][System][I] PWR 3.70V, -371ma
[38710917][System][I] PWR 3.71V, -307ma
[38770923][System][I] PWR 3.71V, -304ma
[38830927][System][I] PWR 3.70V, -376ma
[38890933][System][I] PWR 3.70V, -372ma
[38950939][System][I] PWR 3.70V, -381ma
[39010948][System][I] PWR 3.70V, -318ma
[39070957][System][I] PWR 3.70V, -315ma
[39130963][System][I] PWR 3.70V, -315ma
[39190971][System][I] PWR 3.69V, -380ma
[39250983][System][I] PWR 3.70V, -307ma
[39310988][System][I] PWR 3.70V, -379ma
[39371002][System][I] PWR 3.70V, -309ma
[39431006][System][I] PWR 3.70V, -344ma
[39491010][System][I] PWR 3.70V, -328ma
[39551020][System][I] PWR 3.69V, -369ma
[39611023][System][I] PWR 3.70V, -317ma
[39671032][System][I] PWR 3.70V, -318ma
[39731044][System][I] PWR 3.70V, -353ma
[39791049][System][I] PWR 3.70V, -314ma
[39851062][System][I] PWR 3.69V, -336ma
[39911071][System][I] PWR 3.70V, -329ma
[39971079][System][I] PWR 3.70V, -340ma
[40031084][System][I] PWR 3.69V, -357ma
[40091088][System][I] PWR 3.69V, -371ma
[40151097][System][I] PWR 3.70V, -307ma
[40211108][System][I] PWR 3.69V, -375ma
[40271119][System][I] PWR 3.69V, -382ma
[40331123][System][I] PWR 3.69V, -305ma
[40391138][System][I] PWR 3.70V, -307ma
[40451147][System][I] PWR 3.69V, -383ma
[40511157][System][I] PWR 3.69V, -387ma
[40571164][System][I] PWR 3.69V, -373ma
[40631169][System][I] PWR 3.69V, -360ma
[40691175][System][I] PWR 3.69V, -371ma
[40751185][System][I] PWR 3.68V, -384ma
[40811194][System][I] PWR 3.68V, -374ma
[40871198][System][I] PWR 3.68V, -373ma
[40931204][System][I] PWR 3.68V, -370ma
[40991214][System][I] PWR 3.68V, -376ma
[41051222][System][I] PWR 3.68V, -388ma
[41111234][System][I] PWR 3.69V, -306ma
[41171247][System][I] PWR 3.68V, -383ma
[41231251][System][I] PWR 3.68V, -377ma
[41291260][System][I] PWR 3.69V, -310ma
[41351268][System][I] PWR 3.69V, -318ma
[41411277][System][I] PWR 3.69V, -312ma
[41471288][System][I] PWR 3.68V, -380ma
[41531291][System][I] PWR 3.68V, -358ma
[41591305][System][I] PWR 3.68V, -385ma
[41651314][System][I] PWR 3.69V, -311ma
[41711327][System][I] PWR 3.68V, -375ma
[41771331][System][I] PWR 3.68V, -376ma
[41831336][System][I] PWR 3.68V, -379ma
[41891341][System][I] PWR 3.68V, -381ma
[41951358][System][I] PWR 3.68V, -377ma
[42011367][System][I] PWR 3.68V, -374ma
[42071378][System][I] PWR 3.68V, -329ma
[42131385][System][I] PWR 3.67V, -375ma
[42191397][System][I] PWR 3.67V, -373ma
[42251402][System][I] PWR 3.68V, -316ma
[42311410][System][I] PWR 3.68V, -312ma
[42371421][System][I] PWR 3.68V, -319ma
[42431433][System][I] PWR 3.68V, -325ma
[42491445][System][I] PWR 3.67V, -375ma
[42551449][System][I] PWR 3.68V, -309ma
[42611456][System][I] PWR 3.67V, -375ma
[42671469][System][I] PWR 3.68V, -318ma
[42731481][System][I] PWR 3.67V, -366ma
[42791487][System][I] PWR 3.67V, -320ma
[42851495][System][I] PWR 3.67V, -381ma
[42911507][System][I] PWR 3.67V, -383ma
[42971511][System][I] PWR 3.67V, -388ma
[43031517][System][I] PWR 3.67V, -370ma
[43091526][System][I] PWR 3.67V, -374ma
[43151531][System][I] PWR 3.67V, -340ma
[43211543][System][I] PWR 3.66V, -385ma
[43271555][System][I] PWR 3.67V, -350ma
[43331567][System][I] PWR 3.67V, -334ma
[43391577][System][I] PWR 3.67V, -309ma
[43451583][System][I] PWR 3.67V, -315ma
[43511593][System][I] PWR 3.67V, -308ma
[43571602][System][I] PWR 3.66V, -398ma
[43631617][System][I] PWR 3.66V, -373ma
[43691623][System][I] PWR 3.66V, -381ma
[43751631][System][I] PWR 3.66V, -376ma
[43811640][System][I] PWR 3.66V, -378ma
[43871647][System][I] PWR 3.66V, -348ma
[43931661][System][I] PWR 3.66V, -371ma
[43991669][System][I] PWR 3.66V, -357ma
[44051677][System][I] PWR 3.66V, -359ma
[44111689][System][I] PWR 3.65V, -383ma
[44171699][System][I] PWR 3.65V, -383ma
[44231707][System][I] PWR 3.65V, -393ma
[44291713][System][I] PWR 3.66V, -317ma
[44351722][System][I] PWR 3.65V, -383ma
[44411731][System][I] PWR 3.66V, -318ma
[44471742][System][I] PWR 3.66V, -325ma
[44531757][System][I] PWR 3.65V, -381ma
[44591767][System][I] PWR 3.65V, -377ma
[44651779][System][I] PWR 3.65V, -321ma
[44711785][System][I] PWR 3.65V, -310ma
[44771797][System][I] PWR 3.64V, -386ma
[44831809][System][I] PWR 3.65V, -314ma
[44891813][System][I] PWR 3.64V, -380ma
[44951824][System][I] PWR 3.64V, -381ma
[45011832][System][I] PWR 3.65V, -311ma
[45071843][System][I] PWR 3.64V, -384ma
[45131853][System][I] PWR 3.64V, -396ma
[45191863][System][I] PWR 3.64V, -375ma
[45251871][System][I] PWR 3.64V, -377ma
[45311884][System][I] PWR 3.64V, -331ma
[45371895][System][I] PWR 3.64V, -379ma
[45431910][System][I] PWR 3.64V, -329ma
[45491924][System][I] PWR 3.64V, -311ma
[45551932][System][I] PWR 3.64V, -323ma
[45611946][System][I] PWR 3.63V, -387ma
[45671952][System][I] PWR 3.63V, -371ma
[45731958][System][I] PWR 3.64V, -318ma
[45791971][System][I] PWR 3.64V, -357ma
[45851976][System][I] PWR 3.63V, -388ma
[45911987][System][I] PWR 3.63V, -361ma
[45971997][System][I] PWR 3.64V, -333ma
[46032001][System][I] PWR 3.63V, -381ma
[46092008][System][I] PWR 3.63V, -349ma
[46152023][System][I] PWR 3.63V, -320ma
[46212031][System][I] PWR 3.63V, -368ma
[46272044][System][I] PWR 3.63V, -388ma
[46332058][System][I] PWR 3.63V, -350ma
[46392072][System][I] PWR 3.63V, -371ma
[46452081][System][I] PWR 3.62V, -377ma
[46512092][System][I] PWR 3.63V, -347ma
[46572105][System][I] PWR 3.63V, -331ma
[46632111][System][I] PWR 3.63V, -331ma
[46692116][System][I] PWR 3.62V, -372ma
[46752126][System][I] PWR 3.62V, -381ma
[46812139][System][I] PWR 3.62V, -391ma
[46872146][System][I] PWR 3.62V, -314ma
[46932152][System][I] PWR 3.62V, -384ma
[46992167][System][I] PWR 3.62V, -386ma
[47052175][System][I] PWR 3.63V, -317ma
[47112180][System][I] PWR 3.63V, -313ma
[47172185][System][I] PWR 3.62V, -377ma
[47232194][System][I] PWR 3.62V, -375ma
[47292201][System][I] PWR 3.62V, -372ma
[47352214][System][I] PWR 3.63V, -313ma
[47412223][System][I] PWR 3.63V, -320ma
[47472239][System][I] PWR 3.63V, -311ma
[47532248][System][I] PWR 3.62V, -386ma
[47592252][System][I] PWR 3.62V, -373ma
[47652266][System][I] PWR 3.62V, -384ma
[47712273][System][I] PWR 3.62V, -320ma
[47772286][System][I] PWR 3.61V, -380ma
[47832294][System][I] PWR 3.61V, -376ma
[47892307][System][I] PWR 3.61V, -389ma
[47952315][System][I] PWR 3.61V, -388ma
[48012327][System][I] PWR 3.61V, -380ma
[48072337][System][I] PWR 3.61V, -385ma
[48132348][System][I] PWR 3.62V, -311ma
[48192351][System][I] PWR 3.61V, -354ma
[48252363][System][I] PWR 3.62V, -319ma
[48312374][System][I] PWR 3.61V, -382ma
[48372389][System][I] PWR 3.61V, -381ma
[48432402][System][I] PWR 3.62V, -319ma
[48492414][System][I] PWR 3.62V, -316ma
[48552428][System][I] PWR 3.61V, -386ma
[48612432][System][I] PWR 3.61V, -343ma
[48672437][System][I] PWR 3.61V, -374ma
[48732448][System][I] PWR 3.61V, -322ma
[48792455][System][I] PWR 3.61V, -322ma
[48852466][System][I] PWR 3.61V, -350ma
[48912474][System][I] PWR 3.60V, -384ma
[48972483][System][I] PWR 3.61V, -314ma
[49032487][System][I] PWR 3.61V, -315ma
[49092496][System][I] PWR 3.60V, -380ma
[49152501][System][I] PWR 3.60V, -342ma
[49212507][System][I] PWR 3.59V, -384ma
[49272521][System][I] PWR 3.60V, -319ma
[49332525][System][I] PWR 3.59V, -369ma
[49392534][System][I] PWR 3.59V, -381ma
[49452549][System][I] PWR 3.60V, -319ma
[49512558][System][I] PWR 3.59V, -354ma
[49572565][System][I] PWR 3.59V, -320ma
[49632573][System][I] PWR 3.58V, -389ma
[49692586][System][I] PWR 3.59V, -321ma
[49752594][System][I] PWR 3.58V, -319ma
[49812599][System][I] PWR 3.57V, -384ma
[49872605][System][I] PWR 3.57V, -336ma
[49932611][System][I] PWR 3.57V, -323ma
[49992622][System][I] PWR 3.56V, -389ma
[50052632][System][I] PWR 3.56V, -320ma
[50112639][System][I] PWR 3.54V, -398ma
[50172645][System][I] PWR 3.55V, -320ma
[50232652][System][I] PWR 3.52V, -422ma
[50292662][System][I] PWR 3.52V, -387ma
[50352668][System][I] PWR 3.53V, -322ma
[50412675][System][I] PWR 3.51V, -386ma
[50472682][System][I] PWR 3.50V, -398ma
[50532690][System][I] PWR 3.50V, -323ma
[50592700][System][I] PWR 3.49V, -397ma
[50652708][System][I] PWR 3.49V, -333ma
[50712717][System][I] PWR 3.47V, -396ma
[50772724][System][I] PWR 3.46V, -398ma
[50832731][System][I] PWR 3.46V, -332ma
[50892741][System][I] PWR 3.44V, -400ma
[50952746][System][I] PWR 3.43V, -398ma
[51012754][System][I] PWR 3.43V, -369ma
[51072764][System][I] PWR 3.41V, -405ma
[51132777][System][I] PWR 3.40V, -407ma
[51192788][System][I] PWR 3.38V, -405ma
[51252795][System][I] PWR 3.38V, -345ma
[51312801][System][I] PWR 3.36V, -415ma
[51372810][System][I] PWR 3.34V, -405ma
[51432814][System][I] PWR 3.32V, -422ma
[51492822][System][I] PWR 3.31V, -410ma
[51552835][System][I] PWR 3.29V, -409ma
[51612844][System][I] PWR 3.27V, -411ma
[51672849][System][I] PWR 3.24V, -430ma
[51732859][System][I] PWR 3.22V, -427ma
[51792867][System][I] PWR 3.19V, -421ma
[51852873][System][I] PWR 3.15V, -438ma
[51912883][System][I] PWR 3.12V, -445ma
[51972895][System][I] PWR 3.07V, -427ma
